IDLink,LinkedIn
8341.0,11
8329.0,252
8471.0,6
8467.0,2
8468.0,0
8470.0,0
8335.0,0
8331.0,9
66282.0,54
66281.0,684
8346.0,18
66283.0,1566
66287.0,0
8332.0,7
66285.0,437
8352.0,0
8356.0,4
8355.0,2
8354.0,0
8342.0,0
8350.0,1
8501.0,65
8418.0,19
8347.0,32
66304.0,74
66330.0,69
66317.0,17
8349.0,10
66513.0,0
66368.0,146
66290.0,721
8361.0,0
8353.0,43
66288.0,1
8362.0,38
8498.0,201
8364.0,6
66293.0,117
8365.0,5
8513.0,11
66291.0,13
66295.0,162
8487.0,0
8360.0,0
8359.0,0
8363.0,0
66292.0,61
8375.0,5
66296.0,38
8490.0,2
8367.0,78
8612.0,1
8376.0,5
8377.0,0
8368.0,0
66325.0,1
66310.0,3
8366.0,0
8497.0,1
8499.0,0
8381.0,10
8515.0,0
8385.0,14
66298.0,68
66299.0,44
8373.0,26
66313.0,209
66314.0,51
66403.0,5489
8383.0,0
8374.0,364
8509.0,10
66297.0,11
8387.0,10
8402.0,49
8388.0,1
8389.0,0
8403.0,0
8384.0,38
66303.0,583
66305.0,4
8391.0,27
66301.0,1
8430.0,10
8399.0,7
8518.0,0
8393.0,0
8395.0,3
66406.0,7
66306.0,0
8484.0,42
8442.0,1
66309.0,94
8396.0,6
8401.0,3
8507.0,0
8410.0,5
8400.0,22
66321.0,1331
66323.0,146
8409.0,3
66322.0,222
8433.0,0
8617.0,5
8457.0,148
8411.0,2
8405.0,96
8406.0,7
66320.0,8280
8441.0,113
8444.0,2
8408.0,20
8417.0,38
8552.0,4
66346.0,0
8413.0,7
66333.0,8
8453.0,11
8615.0,2
8492.0,89
66335.0,1602
66384.0,252
66351.0,641
66332.0,266
8425.0,0
66331.0,472
8432.0,32
8426.0,24
8524.0,11
8446.0,6
8428.0,81
8429.0,19
66410.0,0
8539.0,2
66409.0,485
8436.0,18
8427.0,9
8443.0,0
8431.0,91
66337.0,4128
8506.0,6
8448.0,12
8521.0,3
66424.0,169
66345.0,2
8437.0,14
66344.0,11
66336.0,10
8450.0,13
8439.0,7
8440.0,74
8573.0,403
8472.0,17
8493.0,124
66342.0,6339
66343.0,8628
66398.0,474
66349.0,76
66401.0,668
66339.0,37
8445.0,2
66338.0,0
8447.0,8
8477.0,1836
8527.0,0
8562.0,9
66375.0,811
66379.0,442
66357.0,27
66405.0,3961
66413.0,108
66358.0,2536
66359.0,710
66341.0,16
66355.0,41
8454.0,3
66350.0,197
8459.0,1
8466.0,1137
66353.0,0
66360.0,0
8455.0,1
8458.0,25
66352.0,55
8463.0,9
66369.0,3717
8465.0,29
8551.0,0
8460.0,6
8554.0,145
66422.0,3
8479.0,1
8485.0,6
8464.0,59
66414.0,44
66364.0,8332
8473.0,5
8480.0,11
66362.0,11
8489.0,116
66396.0,231
66435.0,282
66377.0,4277
8475.0,141
8474.0,26
8478.0,18
8476.0,9
66366.0,5709
66367.0,2
8491.0,15
8514.0,13
8586.0,1
8481.0,3
66370.0,32
66372.0,1
66448.0,22
66365.0,91
8482.0,6
8609.0,0
8488.0,4
8486.0,9
66371.0,13
8494.0,73
8495.0,3
8496.0,5
66382.0,153
66376.0,1
8544.0,7
8502.0,32
8504.0,1
66378.0,2996
66386.0,269
66432.0,122
66429.0,4
66381.0,4850
66387.0,667
66494.0,39
8508.0,9
8500.0,6
8570.0,0
66389.0,64
66383.0,15
66497.0,64
66385.0,545
8532.0,5
8516.0,17
8517.0,2
66392.0,240
66394.0,353
66404.0,133
66415.0,2636
66456.0,1
8510.0,22
8512.0,3
66434.0,92
8511.0,53
8520.0,0
66388.0,9
8581.0,1
8522.0,1
66390.0,8043
8558.0,11
8526.0,4
66393.0,7
66431.0,162
8523.0,18
8528.0,0
66441.0,556
66520.0,56
66391.0,251
8525.0,0
8571.0,117
8529.0,12
8576.0,454
66399.0,47
66430.0,134
66400.0,51
66402.0,239
8543.0,2
8533.0,13
8561.0,91
8534.0,0
66446.0,6
8530.0,3
8535.0,10
8538.0,9
66473.0,8751
66408.0,55
8531.0,20
66407.0,7
8574.0,29
8657.0,8
66466.0,124
66444.0,1473
8536.0,1
8595.0,0
8677.0,0
8798.0,4
8820.0,6
8821.0,7
66557.0,251
66567.0,49
66573.0,26
66589.0,1
66599.0,112
66632.0,167
66641.0,13
66644.0,2003
8579.0,1
8541.0,4
8600.0,0
66420.0,667
66486.0,2
8537.0,33
8545.0,143
8547.0,0
66476.0,28
66519.0,51
66449.0,19
8540.0,0
8548.0,0
66411.0,209
8616.0,0
66418.0,491
66437.0,573
8549.0,25
8546.0,33
66417.0,374
8608.0,39
66416.0,48
66470.0,690
66465.0,187
66453.0,6
8635.0,0
66427.0,172
8553.0,0
8563.0,0
8689.0,4
8556.0,1
8592.0,39
66462.0,4
8550.0,5
8567.0,109
66491.0,100
66454.0,161
8555.0,41
8598.0,1
8632.0,10
66433.0,729
66461.0,0
66472.0,0
8557.0,8
8614.0,12
66425.0,10
66463.0,46
8559.0,25
66423.0,31
8634.0,0
8568.0,0
66426.0,21
8560.0,20
66445.0,3411
8806.0,0
8644.0,2
66475.0,4
8590.0,7
66543.0,104
66474.0,59
66428.0,44
8564.0,0
8733.0,44
8565.0,2
8569.0,5
66443.0,191
66488.0,2344
8566.0,437
8575.0,1
66468.0,390
8578.0,1
66436.0,66
66442.0,4
8583.0,3
8661.0,47
66478.0,57
66498.0,195
8580.0,11
8589.0,4
66440.0,11
8584.0,2
66505.0,14
8582.0,24
8664.0,0
8585.0,10
8665.0,0
8674.0,793
8588.0,8
8671.0,27
8593.0,3
8591.0,2
66451.0,25
66477.0,383
8594.0,9
66489.0,242
8654.0,1
8678.0,25
8603.0,106
66447.0,19
8597.0,12
8604.0,9
8602.0,5
8638.0,203
8599.0,44
8687.0,0
8605.0,1
8596.0,1
8688.0,34
8610.0,0
8624.0,0
8662.0,0
8613.0,24
8611.0,18
66500.0,13
8696.0,3
8607.0,0
8606.0,1
8784.0,1
66502.0,9
8620.0,2
8628.0,1
8660.0,7
66469.0,92
66452.0,324
8622.0,68
8621.0,2
8706.0,0
8707.0,0
66457.0,14
66458.0,4
8618.0,146
8619.0,3
66459.0,2958
66455.0,11
66460.0,3
8715.0,4
8716.0,12
8708.0,4
8629.0,0
8623.0,0
8627.0,1
8626.0,0
8631.0,1
8722.0,16
66514.0,0
8630.0,19
66467.0,49
8724.0,121
8639.0,3
8633.0,0
8636.0,18
66464.0,10
8641.0,1
8652.0,4
8637.0,29
8656.0,0
8646.0,5
8731.0,12
8647.0,0
8642.0,12
8643.0,8
8645.0,6
66471.0,4
8640.0,0
8650.0,0
8672.0,0
8651.0,1
66493.0,5
8807.0,0
8648.0,0
8653.0,6
8655.0,1
8667.0,2
8658.0,4
66510.0,25
66579.0,13
66529.0,0
66565.0,4
66515.0,7
8744.0,0
66479.0,5
8735.0,1152
8684.0,5
8745.0,0
66561.0,756
8659.0,7
8692.0,2
8668.0,16
66483.0,379
8663.0,0
8801.0,0
8753.0,0
66490.0,801
66480.0,76
8669.0,0
8666.0,27
66482.0,140
66487.0,93
8783.0,1
8680.0,4
8693.0,60
66556.0,155
8675.0,3
8673.0,0
8699.0,1
8792.0,2
66485.0,360
8676.0,29
66550.0,481
8765.0,1
8679.0,34
8819.0,96
8686.0,1
66492.0,18
8682.0,329
66551.0,3
8690.0,7
66576.0,10
66496.0,31
8697.0,0
8822.0,4
8762.0,0
8709.0,87
8685.0,28
8691.0,3
66495.0,4799
8683.0,0
8805.0,1
8702.0,3
8703.0,1
8695.0,3
66501.0,8
66503.0,133
8698.0,1
8694.0,335
66499.0,0
66504.0,10
8750.0,1
8700.0,18
66511.0,569
8740.0,0
8723.0,3
8704.0,10
66559.0,38
8701.0,3
66508.0,5570
8710.0,2
8705.0,4
66506.0,8
8751.0,0
8719.0,57
8738.0,18
8713.0,11
66533.0,18
66507.0,11
8711.0,3
8714.0,338
66549.0,139
8717.0,8
8718.0,16
8732.0,0
8725.0,68
8726.0,0
8728.0,2
8781.0,4
66509.0,1
66518.0,194
8720.0,37
8737.0,0
8788.0,0
8789.0,1
66512.0,0
8729.0,7
8727.0,23
66522.0,7034
8747.0,9
66536.0,25
8774.0,1
66521.0,499
66531.0,4495
66560.0,119
66562.0,291
8730.0,0
8779.0,0
8734.0,0
66578.0,144
66524.0,2
8739.0,1
8741.0,2
8752.0,0
8763.0,3
8742.0,0
66581.0,152
66525.0,96
66526.0,4527
8743.0,8
66547.0,57
66527.0,0
66530.0,5367
66528.0,11
8769.0,1
66552.0,4115
66532.0,86
8823.0,0
66538.0,21
8748.0,25
66535.0,12
66537.0,28
66555.0,60
66592.0,4436
66636.0,6
8746.0,7
8749.0,2248
8804.0,0
8786.0,6
66548.0,4
66539.0,0
8787.0,178
8766.0,0
8757.0,2
8771.0,0
8794.0,15
66541.0,381
8754.0,0
8772.0,1
8790.0,0
8773.0,1
66540.0,1
66580.0,3058
8756.0,23
66545.0,0
8811.0,0
66583.0,193
8760.0,14
8758.0,105
8755.0,1
66546.0,0
8764.0,28
8759.0,558
8847.0,4
66563.0,31
66577.0,21
66571.0,203
66593.0,11
8761.0,4
8894.0,7
8895.0,0
8896.0,0
8967.0,8
66727.0,85
66584.0,0
66606.0,128
66645.0,2
8768.0,18
8770.0,24
66639.0,48
66554.0,49
66553.0,1
8780.0,0
8802.0,6
66558.0,11
8836.0,0
66613.0,828
8803.0,1
66627.0,186
8812.0,0
8833.0,0
8776.0,19
66642.0,37
66574.0,99
8775.0,9
8778.0,0
8816.0,0
66586.0,64
66568.0,186
8777.0,6
66597.0,259
8782.0,0
66570.0,13
66582.0,10
8785.0,17
66572.0,1
8800.0,4
66575.0,1061
8791.0,16
8793.0,96
8795.0,12
8796.0,11
66600.0,11
8799.0,8
8797.0,11
8845.0,0
8866.0,16
66626.0,19
8851.0,153
8838.0,1
8841.0,3
8864.0,7
8809.0,5
8818.0,11
8844.0,1
8808.0,4
66588.0,342
66812.0,10
8813.0,3
8848.0,0
66590.0,35
8814.0,0
8858.0,4
8817.0,0
8849.0,17
8853.0,2
66621.0,2
8815.0,5
66591.0,120
66594.0,1899
8869.0,0
66601.0,1
66604.0,3
66605.0,0
8830.0,35
8825.0,1
66595.0,0
8827.0,0
8824.0,3
66598.0,4
8829.0,106
66607.0,2
8826.0,0
8828.0,14
8879.0,0
8832.0,2
66631.0,17
66624.0,4
8937.0,2
8835.0,17
8837.0,0
8834.0,1
66608.0,3
66651.0,314
66602.0,1
8839.0,17
8842.0,15
66655.0,73
66654.0,23
66653.0,597
8843.0,37
8840.0,80
66658.0,13
66615.0,65
66610.0,0
66609.0,122
8865.0,9
66612.0,149
66661.0,3
8850.0,74
66614.0,443
8889.0,80
66629.0,496
66617.0,2
8854.0,16
66616.0,89
66618.0,350
66623.0,0
66619.0,9
8855.0,40
8856.0,7
66620.0,1212
8893.0,3
8860.0,185
8862.0,0
8859.0,1
8868.0,0
8873.0,6
66622.0,75
66625.0,24
8861.0,22
8863.0,20
66628.0,0
8867.0,34
66630.0,10
8908.0,56
8925.0,5
66635.0,0
8870.0,13
8886.0,2
8872.0,282
8903.0,986
66675.0,15
66679.0,45
8871.0,12
66634.0,1639
8899.0,1
66662.0,289
8874.0,236
66638.0,447
66640.0,7
8913.0,18
8915.0,1
8877.0,1
8916.0,28
8875.0,11
66646.0,479
8876.0,2
8880.0,3
8881.0,6
66643.0,20
8878.0,2
8897.0,34
8882.0,1
66656.0,1074
66647.0,133
66648.0,7
66652.0,324
66649.0,0
66657.0,3
66659.0,326
8884.0,0
66660.0,21
8883.0,0
66689.0,0
8887.0,4
66664.0,0
66692.0,1
9227.0,0
9275.0,8
66965.0,2530
8888.0,5
66674.0,138
66694.0,908
66666.0,1
66696.0,12
66697.0,2
8890.0,10
66663.0,16
66665.0,0
66667.0,0
66688.0,4
8891.0,0
8902.0,0
66669.0,0
66670.0,0
66698.0,6
8929.0,0
66671.0,471
66702.0,0
66703.0,0
66668.0,0
8905.0,7
66672.0,31
8898.0,0
66677.0,1232
8900.0,1
66673.0,70
66676.0,148
8901.0,0
66685.0,39
8904.0,67
66680.0,14
8906.0,2
8907.0,1
66714.0,0
66992.0,0
66678.0,0
8910.0,0
66682.0,25
8912.0,10
8917.0,0
8918.0,2
8914.0,5
66684.0,84
8919.0,6
66724.0,0
8920.0,58
66686.0,942
8936.0,0
8983.0,0
8921.0,4
8938.0,0
8922.0,181
66780.0,71
8959.0,0
66687.0,1
8923.0,556
66693.0,57
66690.0,585
8948.0,89
66713.0,574
66691.0,0
8931.0,15
8963.0,2
8930.0,6
8933.0,0
8970.0,38
66699.0,21
66695.0,0
8935.0,0
66741.0,29
8934.0,0
66700.0,4
66706.0,0
66705.0,2
8982.0,1
66701.0,7
66704.0,0
66746.0,3
8939.0,28
66712.0,0
66711.0,176
8976.0,204
66710.0,141
8940.0,297
66750.0,0
8946.0,0
8941.0,5
8952.0,250
66753.0,1
66715.0,0
8942.0,4
66717.0,825
66716.0,0
66718.0,3
66719.0,4
66763.0,1588
8944.0,323
9006.0,0
8943.0,28
66722.0,511
66736.0,9
66720.0,219
8949.0,1
8947.0,7
8964.0,83
9012.0,0
66723.0,286
66728.0,181
8945.0,2
66721.0,0
8950.0,0
9065.0,1
66726.0,1097
8956.0,0
8951.0,0
9018.0,2
9043.0,4
8958.0,6
66725.0,6
66733.0,0
8960.0,0
8973.0,2
66737.0,62
8955.0,21
9027.0,0
9312.0,0
9005.0,4
8957.0,3
66757.0,6
8966.0,33
8961.0,4
66732.0,916
66793.0,26
8965.0,5
8969.0,1
8974.0,171
8962.0,2
66734.0,263
66749.0,0
66769.0,2
66731.0,0
8985.0,1192
8995.0,7
9014.0,12
8977.0,4
9159.0,8
9053.0,0
8971.0,38
8968.0,2
66766.0,1208
8975.0,16
8978.0,8
66742.0,34
66735.0,2
8979.0,1
8993.0,8
8980.0,7
8986.0,23
8987.0,1
66739.0,45
66775.0,0
8981.0,1
8988.0,0
9017.0,13
66740.0,57
8984.0,33
66738.0,123
9010.0,1
8989.0,20
8991.0,2
66756.0,4
66791.0,226
9044.0,0
8992.0,61
8996.0,121
66744.0,173
66745.0,4
9338.0,0
66785.0,111
8994.0,75
9054.0,236
9056.0,0
8997.0,143
9163.0,29
9016.0,0
66758.0,201
66755.0,7
66747.0,4
66752.0,16
66748.0,10
9002.0,3
9003.0,1
9084.0,30
9011.0,116
66751.0,1
8999.0,24
8998.0,28
9000.0,15
9004.0,4
9105.0,33
66764.0,66
66754.0,0
66762.0,3
9212.0,27
66801.0,1
9008.0,0
9015.0,0
9007.0,0
9013.0,4
66761.0,113
66759.0,624
9009.0,22
66760.0,26
9074.0,9
9036.0,5
9039.0,13
9075.0,1
9021.0,3
9023.0,15
9024.0,31
9063.0,4
9020.0,3
66795.0,0
9019.0,3
66787.0,125
9082.0,2
9045.0,0
66784.0,203
66765.0,7
9022.0,14
9029.0,10
66817.0,396
9025.0,422
9026.0,2
9047.0,6
66782.0,83
9032.0,7
9028.0,32
66767.0,11
9030.0,0
66779.0,2314
66768.0,7
9089.0,1
9079.0,4
9041.0,0
9035.0,12
66770.0,114
66803.0,2
66808.0,0
9033.0,16
9046.0,22
9106.0,8
66778.0,7970
9038.0,34
9037.0,1
66771.0,0
66772.0,19
9070.0,0
9071.0,1
66777.0,166
9055.0,1
9040.0,62
9042.0,2
66776.0,600
9049.0,0
9112.0,299
9052.0,10
9050.0,237
66818.0,0
9051.0,43
66783.0,0
66781.0,145
9129.0,1
9058.0,0
9061.0,4
9080.0,0
9132.0,19
9059.0,8
9062.0,371
9066.0,12
66786.0,2
66816.0,739
9064.0,28
9114.0,0
9072.0,1
66810.0,0
9069.0,2
9073.0,1
66788.0,1
9145.0,0
9146.0,0
9067.0,25
9068.0,132
66894.0,0
9150.0,15
9151.0,20
66836.0,14
9155.0,0
9076.0,0
9077.0,43
9181.0,8
66789.0,94
9086.0,1
66794.0,65
66820.0,5
66792.0,102
66839.0,0
66841.0,2
66840.0,2
9097.0,2
9167.0,0
66790.0,161
9085.0,1
66845.0,20
67017.0,0
9078.0,7
9083.0,1
9081.0,2
9178.0,1
66853.0,0
9087.0,0
66796.0,0
9090.0,11
9094.0,0
9095.0,3
66813.0,2008
66876.0,142
66798.0,2
9091.0,0
66797.0,0
9179.0,0
9092.0,0
9301.0,1
9093.0,6
9096.0,6
66799.0,0
9098.0,0
9100.0,3
66861.0,0
9099.0,0
66800.0,0
9101.0,52
9190.0,104
9104.0,2
9103.0,29
66804.0,266
66862.0,0
9127.0,1
9115.0,0
9196.0,1
66806.0,0
66807.0,0
66802.0,156
9215.0,0
9102.0,11
66947.0,7
66877.0,118
66805.0,0
9110.0,22
9125.0,3
66809.0,0
66890.0,9
9116.0,3
9107.0,97
9113.0,1
9209.0,0
66821.0,35
9225.0,6
9108.0,4
9119.0,4
9111.0,1
9226.0,23
9109.0,0
66897.0,4
9121.0,3
9122.0,7
9270.0,1
66903.0,1
9118.0,4
9117.0,3
66814.0,119
9136.0,3
9165.0,1
66915.0,36
66860.0,5
9120.0,3
66815.0,533
66916.0,0
9126.0,14
9124.0,2
66848.0,762
66921.0,0
9123.0,1
66819.0,1998
9130.0,85
66824.0,34
9128.0,19
66823.0,7
66899.0,392
66822.0,73
66835.0,1
66826.0,0
66884.0,0
9137.0,32
9134.0,2
9133.0,1
9245.0,59
66933.0,2
9131.0,30
9138.0,63
9135.0,2
9139.0,3
9140.0,1
9192.0,1
9154.0,3
66939.0,29
66828.0,3
66830.0,0
9142.0,0
9143.0,0
9144.0,6
9186.0,1
9156.0,2
9254.0,5
66831.0,21
66829.0,7
66940.0,345
9263.0,0
9253.0,5
66945.0,9
9149.0,5
9141.0,27
66946.0,1
9266.0,3
9153.0,1
9148.0,8
9152.0,74
9264.0,18
9232.0,0
9358.0,0
9174.0,0
9177.0,2
66949.0,1
66837.0,2257
66833.0,0
66838.0,9
66832.0,110
9160.0,3
9162.0,0
66843.0,26
9157.0,5
66954.0,0
9168.0,17
9169.0,63
9369.0,9
66953.0,0
66846.0,17
9221.0,83
9164.0,6
9250.0,22
9176.0,1
66957.0,3
66844.0,66
66849.0,1
9166.0,22
9281.0,0
9303.0,0
66958.0,1
9161.0,5
9175.0,2
66842.0,244
9205.0,0
66854.0,66
66855.0,0
9170.0,3
9282.0,0
66847.0,0
9171.0,23
9173.0,2
66960.0,4
9207.0,2
9211.0,0
9184.0,8
9194.0,2
9195.0,0
66885.0,1075
66856.0,15
66852.0,37
9288.0,6
9287.0,0
66970.0,0
9172.0,7
9199.0,156
9188.0,2
66857.0,374
9296.0,0
66991.0,0
66989.0,39
9182.0,0
9180.0,1
9187.0,110
9185.0,9
66859.0,8
66879.0,184
66922.0,184
9183.0,66
66858.0,183
9208.0,0
9255.0,2
9241.0,0
66950.0,29
66863.0,1
66959.0,7
67008.0,9
9198.0,9
9330.0,5
9200.0,3
9201.0,1
9191.0,74
66865.0,51
66873.0,0
66869.0,361
66864.0,10
66866.0,82
66875.0,0
9193.0,7
66867.0,15
66871.0,338
66868.0,15
9361.0,0
66880.0,539
66881.0,33
66882.0,16
66883.0,665
9206.0,21
9197.0,13
66874.0,0
9229.0,75
9210.0,33
9214.0,9
66941.0,2509
66888.0,275
66870.0,0
66872.0,189
9202.0,1
9216.0,293
9223.0,2
9217.0,303
66893.0,39
9219.0,4
9203.0,8
9213.0,0
9291.0,192
9228.0,9
66886.0,19
9224.0,6
66889.0,164
9222.0,45
9220.0,3
66887.0,22
9240.0,35
9350.0,7
9257.0,29
9258.0,6
9218.0,0
66902.0,6
9230.0,31
66896.0,0
66895.0,5
9231.0,14
66892.0,80
9284.0,20
66900.0,1024
66919.0,20
67025.0,981
66914.0,206
66898.0,42
66912.0,43
66917.0,421
66918.0,2
66907.0,37
66910.0,77
66913.0,37
66901.0,5
9276.0,2
66920.0,8
66923.0,10
66925.0,7
66955.0,53
66908.0,0
66924.0,156
66905.0,37
66911.0,2
66909.0,18
66906.0,169
9233.0,0
9234.0,2
9352.0,0
66932.0,559
66998.0,54
66930.0,163
67031.0,44
9235.0,25
66928.0,4
9246.0,1
9247.0,1
9248.0,23
9249.0,1
66935.0,141
66937.0,155
67128.0,854
9239.0,111
9244.0,2
66931.0,6
66929.0,0
66934.0,8
9242.0,7
9238.0,97
9251.0,3
9237.0,10
67009.0,78
67048.0,1249
67118.0,35
66936.0,19
66927.0,0
9359.0,0
67047.0,43
66942.0,98
67042.0,9
66944.0,148
66938.0,0
9256.0,5
9351.0,95
9259.0,0
9252.0,11
67024.0,6
9262.0,0
9293.0,5
66948.0,24
66974.0,5410
9261.0,16
9265.0,6
9279.0,0
66997.0,86
67060.0,58
67038.0,6
9260.0,37
9267.0,31
9268.0,9
66961.0,67
67055.0,18
67041.0,238
9271.0,0
9272.0,0
66951.0,0
66952.0,25
9269.0,5
9278.0,9
67013.0,889
67023.0,1142
9273.0,1
9392.0,2
9274.0,2
9277.0,40
66962.0,11
67056.0,13
66966.0,1501
66956.0,0
66963.0,51
9292.0,2
9294.0,213
9285.0,5
66971.0,205
67010.0,4
66973.0,541
67036.0,5
66978.0,0
66983.0,1
9286.0,5
66977.0,0
66964.0,0
9362.0,24
9311.0,6
67012.0,53
66999.0,171
9290.0,122
9289.0,0
66967.0,7
66996.0,3
66968.0,0
66981.0,0
9341.0,3
9320.0,2
66976.0,0
66979.0,0
66980.0,0
66969.0,2
66982.0,1
9319.0,22
67070.0,17
67050.0,0
67049.0,2
9310.0,77
9324.0,5
66972.0,0
67005.0,6
9381.0,2
67019.0,256
67029.0,6
9328.0,22
9349.0,46
67014.0,342
67022.0,57
67121.0,249
67007.0,10
9329.0,58
9386.0,0
9603.0,22
9631.0,10
9632.0,11
67189.0,607
67207.0,27
67290.0,18
67339.0,4810
9382.0,4
9553.0,6
67006.0,21
9388.0,0
67015.0,260
9325.0,59
9323.0,10
9326.0,1
9327.0,1
67053.0,0
9485.0,62
9336.0,0
9334.0,20
67054.0,247
67100.0,2161
9331.0,16
9337.0,0
9479.0,27
9378.0,2
67020.0,3
9401.0,0
9410.0,0
67058.0,18
9335.0,40
67059.0,13
9342.0,1
67021.0,24
67061.0,14
67174.0,159
9346.0,0
9403.0,4
9345.0,3
67026.0,55
67120.0,30
9411.0,0
67062.0,2
67072.0,0
9414.0,0
9347.0,0
67028.0,745
9344.0,1
9348.0,19
9360.0,362
9444.0,45
9455.0,19
67066.0,422
67094.0,42
9417.0,3
67027.0,47
9420.0,0
67030.0,364
9355.0,5
9356.0,0
9363.0,0
9480.0,1
67035.0,9
67103.0,176
67136.0,158
67078.0,0
67292.0,0
67033.0,329
9425.0,0
67074.0,1
9357.0,7
67032.0,32
9353.0,11
9354.0,49
9435.0,1
67081.0,0
67382.0,0
67044.0,37
67071.0,20
67083.0,0
67082.0,0
9365.0,0
67039.0,244
67093.0,31
67095.0,323
9367.0,4
9364.0,33
9368.0,1
67086.0,8
9366.0,27
9536.0,0
9446.0,0
67089.0,8
67040.0,315
9370.0,7
9468.0,2
9374.0,10
67043.0,0
9515.0,1
9376.0,4
9372.0,1
67099.0,136
9373.0,9
67098.0,1748
9457.0,0
9627.0,0
9577.0,4
9375.0,19
67160.0,29
9626.0,176
9456.0,176
9371.0,23
67046.0,17
67097.0,3
67079.0,772
9462.0,1
9471.0,0
9377.0,2
67075.0,60
67109.0,0
9384.0,1
9379.0,16
9380.0,44
9387.0,5
67065.0,2
9475.0,0
9476.0,0
9383.0,1
9390.0,9
9500.0,0
9385.0,2
67068.0,711
9482.0,55
9483.0,0
9407.0,9
9493.0,0
67052.0,22
9492.0,10
67119.0,1
9389.0,1
9391.0,2
9394.0,1
9397.0,4
9504.0,137
67073.0,134
9398.0,0
9396.0,66
9393.0,7
9395.0,2
9399.0,7
9404.0,47
9442.0,4
9433.0,9
67057.0,105
9402.0,4
67076.0,1
9405.0,0
9406.0,0
67131.0,1654
67133.0,0
9413.0,0
67067.0,34
9517.0,0
67135.0,0
9408.0,0
9416.0,0
9409.0,0
9520.0,57
9696.0,57
9519.0,50
67144.0,0
67145.0,0
9419.0,1
9415.0,0
67148.0,37
9412.0,7
67064.0,12
9578.0,40
9421.0,2
67154.0,21
67087.0,29
9418.0,32
67153.0,108
9422.0,4
9562.0,0
9503.0,0
9426.0,0
9535.0,0
67158.0,1751
9424.0,4
9432.0,0
9434.0,0
9423.0,8
9427.0,11
9430.0,0
9429.0,4
9428.0,2
9445.0,16
9638.0,2
67116.0,20
9544.0,0
9437.0,3
9494.0,41
9431.0,1
67228.0,0
9583.0,0
9440.0,3
9438.0,2
67180.0,154
67105.0,0
9545.0,1
67080.0,208
67084.0,56
9439.0,2
9522.0,9
9436.0,3
9443.0,4
67088.0,61
67221.0,53
9551.0,9
9441.0,13
9559.0,1
9449.0,28
9516.0,2
67085.0,5
67150.0,10
9448.0,0
67090.0,12
9451.0,11
9447.0,5
67115.0,1611
67219.0,901
67170.0,1
9450.0,128
67172.0,2
9497.0,5
67091.0,2084
67122.0,701
67111.0,928
67226.0,0
9454.0,549
9453.0,0
9568.0,0
9478.0,0
9461.0,9
9481.0,6
9528.0,3
9452.0,0
9464.0,37
67101.0,3
67125.0,124
67127.0,393
9458.0,2
9465.0,0
67092.0,79
9612.0,0
67266.0,0
9459.0,16
9541.0,1
9542.0,28
9572.0,343
9463.0,2
9573.0,8
67104.0,44
9460.0,11
9467.0,14
9495.0,0
9615.0,50
9473.0,4
9469.0,2
9575.0,18
9466.0,12
67110.0,889
67106.0,0
67114.0,3
67129.0,75
67102.0,3
9470.0,2
9580.0,4
67107.0,122
9477.0,10
9472.0,2
67108.0,423
9474.0,5
9487.0,55
9489.0,4
9491.0,1
9513.0,28
9496.0,461
67113.0,12
67117.0,178
67179.0,5
67123.0,314
9486.0,1
67112.0,2115
9630.0,0
9563.0,1
9488.0,3
9507.0,1
9490.0,4
67208.0,0
9498.0,1
9499.0,16
9502.0,95
9501.0,5
9506.0,18
9593.0,0
67124.0,128
67132.0,4
9509.0,14
9505.0,1
9685.0,3
67130.0,20
67151.0,0
67202.0,1
67126.0,7
9508.0,1
9518.0,51
67138.0,13
67140.0,3333
67141.0,17170
9511.0,8
9514.0,3
67139.0,30
67137.0,8
9539.0,3
9521.0,14
9512.0,53
67149.0,1684
67252.0,9
67198.0,1694
67146.0,76
67147.0,12
67143.0,0
67142.0,49
9663.0,200
9525.0,12
9530.0,10
9524.0,52
67155.0,220
9613.0,89
9602.0,1
67173.0,7017
9523.0,0
9526.0,37
67152.0,35
9534.0,759
9605.0,3
9582.0,54
9592.0,1
9712.0,2
9529.0,3
9527.0,48
67162.0,107
67178.0,531
67156.0,204
67157.0,20
67159.0,1616
9533.0,1
9620.0,0
9537.0,1
9532.0,24
9634.0,12
67163.0,24
67168.0,84
67197.0,10
9547.0,6
9569.0,1
9646.0,6
67263.0,33
9540.0,10
9538.0,19
67161.0,20
67164.0,5
9548.0,53
9549.0,4
9550.0,7
9543.0,7
9586.0,92
9622.0,5
9555.0,4
9556.0,2
9642.0,1
67167.0,6
67166.0,2843
9560.0,58
67175.0,1423
67183.0,240
9552.0,15
9649.0,7
67231.0,147
9557.0,4
9565.0,2
9566.0,8
9579.0,0
9643.0,1
9567.0,3
9561.0,4
67171.0,40
67169.0,453
9570.0,1
9564.0,3
67191.0,1185
67177.0,17
9594.0,7
9584.0,19
9576.0,5
67185.0,317
9574.0,0
9756.0,43
67187.0,30
67188.0,5
67196.0,3424
67181.0,741
67291.0,0
67176.0,213
9641.0,0
9581.0,21
9639.0,78
67238.0,489
67182.0,1
67250.0,147
67283.0,17
67184.0,18
67186.0,0
9647.0,6
67194.0,2265
67230.0,165
9588.0,53
9590.0,9
9591.0,90
9652.0,4
67199.0,190
9589.0,20
